,assets,avg_price_last_30_days_usd,cumulative_units,equity,market_cap,__row_index,APR,APR_daily,APR_Decimal,staked_ETH,simple_interest_daily,simple_interest_accumulated,compound_interest,total_compound_interest
2023-03-22 00:00:00+00:00,179.438208333,179.438208333,1,-179.438208333,179.438208333,327,4.277083333333334,0.00011718036529680366,0.042770833333333334,89.7191041665,0.010513317400332449,0.010513317400332449,89.7191041665,0.0
2023-03-23 00:00:00+00:00,249.851758333,124.925879167,2,-249.851758333,249.851758333,326,4.661458333333333,0.00012771118721461187,0.04661458333333333,124.9258791665,0.01595443234218286,0.02646774974251531,124.94183359884218,0.015954432342184077
2023-03-24 00:00:00+00:00,782.656985417,260.885661806,3,-782.656985417,782.656985417,325,4.589583333333334,0.0001257420091324201,0.04589583333333334,391.3284927085,0.0492064309039284,0.07567418064644371,391.39365557788847,0.06516286938847315
2023-03-25 00:00:00+00:00,768.223421667,256.074473889,3,-768.223421667,768.223421667,324,4.1833333333333345,0.00011461187214611876,0.04183333333333335,384.1117108335,0.044023762291876045,0.11969794293831976,384.2209049336188,0.10919410011877062
2023-03-26 00:00:00+00:00,791.32261,197.8306525,4,-791.32261,791.32261,323,4.130208333333334,0.00011315639269406394,0.041302083333333336,395.661305,0.04477160600242581,0.16446954894074556,395.81528306213175,0.1539780621317277
2023-03-27 00:00:00+00:00,818.900772083,163.780154417,5,-818.900772083,818.900772083,322,4.54375,0.000124486301369863,0.0454375,409.4503860415,0.050970964152768916,0.21544051309351447,409.65535423594395,0.20496819444394987
2023-03-28 00:00:00+00:00,867.69800125,144.616333542,6,-867.69800125,867.69800125,321,5.277083333333334,0.00014457762557077626,0.052770833333333336,433.849000625,0.06272485836661672,0.2781653714601312,434.11672331162544,0.2677226866254614
2023-03-29 00:00:00+00:00,964.166747083,137.738106726,7,-964.166747083,964.166747083,320,4.510416666666667,0.00012357305936073058,0.04510416666666667,482.0833735415,0.059572517335465036,0.33773788879559624,482.4107018287724,0.32732828727239394
2023-03-30 00:00:00+00:00,1113.437466167,139.179683271,8,-1113.437466167,1113.437466167,319,4.801041666666667,0.0001315353881278539,0.04801041666666667,556.7187330835,0.07322821463418526,0.4109661034297815,557.1193326406599,0.40059955715992146
2023-03-31 00:00:00+00:00,1259.616199208,139.957355468,9,-1259.616199208,1259.616199208,318,4.190625,0.00011481164383561644,0.04190625,629.808099604,0.07230930321652088,0.4832754066463024,630.2810544578701,0.472954853870192
2023-04-01 00:00:00+00:00,1269.027084708,141.003009412,9,-1269.027084708,1269.027084708,317,4.41875,0.00012106164383561645,0.044187500000000005,634.513542354,0.07681525247333529,0.5600906591196377,635.0633697170357,0.5498273630356607
2023-04-02 00:00:00+00:00,1295.405021542,129.540502154,10,-1295.405021542,1295.405021542,316,3.903125,0.00010693493150684932,0.03903125,647.702510771,0.06926202362611122,0.629352682745749,648.3216589534131,0.6191481824131415
2023-04-03 00:00:00+00:00,37329.87076875,121.920069886,11,-1341.12076875,1341.12076875,315,4.108333333333333,0.00011255707762557078,0.04108333333333333,18664.935384375,2.1008705809353594,2.7302232636811086,18667.655472827857,2.7200884528574534
2023-04-04 00:00:00+00:00,38290.867111667,117.600037083,12,-1411.200445,1411.200445,314,4.508333333333334,0.0001235159817351598,0.045083333333333336,19145.4335558335,2.3647670213940466,5.094990285075156,19150.51874728215,5.085191448648402
2023-04-05 00:00:00+00:00,39599.453056625,121.619004719,12,-1459.428056625,1459.428056625,313,4.362500000000001,0.00011952054794520549,0.043625000000000004,19799.7265283125,2.3664741638291313,7.461464448904287,19807.178801709848,7.452273397346289
2023-04-06 00:00:00+00:00,39029.324440708,119.868008948,12,-1438.416107375,1438.416107375,312,4.140625000000001,0.00011344178082191782,0.041406250000000006,19514.662220354,2.2137780344151587,9.675242483319446,19524.329117184927,9.666896830927726
2023-04-07 00:00:00+00:00,38690.27035275,118.826696062,12,-1425.92035275,1425.92035275,311,4.206250000000001,0.00011523972602739729,0.04206250000000001,19345.135176375,2.229328077688421,11.904570561007866,19357.032515294155,11.897338919156027
2023-04-08 00:00:00+00:00,38753.820822958,119.021874135,12,-1428.262489625,1428.262489625,310,3.9177083333333336,0.00010733447488584476,0.039177083333333335,19376.910411479,2.0798105039261565,13.984381064934022,19390.888837896706,13.978426417706942
2023-04-09 00:00:00+00:00,38435.873683042,113.483232029,13,-1475.282016375,1475.282016375,309,8.66875,0.00023749999999999997,0.08668749999999999,19217.936841521,4.564259999861237,18.54864106479526,19236.48284781484,18.546006293840037
2023-04-10 00:00:00+00:00,38891.252461542,114.827753452,13,-1492.760794875,1492.760794875,308,3.9302083333333333,0.00010767694063926941,0.039302083333333335,19445.626230771,2.093845541344149,20.642486606139407,19466.2680795834,20.641848812399985
2023-04-11 00:00:00+00:00,39789.045744875,117.478518837,13,-1527.220744875,1527.220744875,307,4.427083333333334,0.00012128995433789957,0.04427083333333334,19894.5228724375,2.413005770772243,23.05549237691165,19917.580230669573,23.057358232072147
2023-04-12 00:00:00+00:00,39391.189952083,111.140948958,14,-1555.973285417,1555.973285417,306,4.365625,0.00011960616438356163,0.043656249999999994,19695.5949760415,2.3557145703364704,25.41120694724812,19721.010806646085,25.415830604586517
2023-04-13 00:00:00+00:00,40984.701172917,115.636988542,14,-1618.917839583,1618.917839583,305,3.978125,0.00010898972602739726,0.03978125,20492.3505864585,2.233455676075485,27.644662623323608,20520.002642803574,27.652056345075835
2023-04-14 00:00:00+00:00,43691.834397917,123.275076042,14,-1725.851064583,1725.851064583,304,5.029166666666667,0.00013778538812785388,0.050291666666666665,21845.9171989585,3.0100481802674555,30.654710803591065,21876.58311353316,30.665914574659837
2023-04-15 00:00:00+00:00,43666.578440625,123.203817187,14,-1724.853440625,1724.853440625,303,4.595833333333333,0.00012591324200913242,0.04595833333333333,21833.2892203125,2.74910022945259,33.40381103304365,21866.708096361333,33.41887604883232
2023-04-16 00:00:00+00:00,43732.472977083,123.389736458,14,-1727.456310417,1727.456310417,302,3.91875,0.00010736301369863014,0.0391875,21866.2364885415,2.3476250476567673,35.75143608070042,21902.00657758924,35.77008904773902
2023-04-17 00:00:00+00:00,43476.989578125,122.668898438,14,-1717.364578125,1717.364578125,301,4.60625,0.0001261986301369863,0.0460625,21738.4947890625,2.7433682636197023,38.49480434432012,21777.0127605101,38.51797144759985
2023-04-18 00:00:00+00:00,43578.490589583,122.955280208,14,-1721.373922917,1721.373922917,300,4.889583333333333,0.00013396118721461188,0.04889583333333333,21789.2452947915,2.9189131682006653,41.41371751252079,21830.687339320488,41.442044528987026
2023-04-19 00:00:00+00:00,42018.4515375,118.55368125,14,-1659.7515375,1659.7515375,299,6.036458333333334,0.00016538242009132422,0.06036458333333334,21009.22576875,3.474556601880886,44.888274114401675,21054.149223666485,44.92345491648666
2023-04-20 00:00:00+00:00,40597.99264375,114.545903125,14,-1603.64264375,1603.64264375,298,5.8708333333333345,0.00016084474885844752,0.05870833333333334,20298.996321875,3.2649869654705346,48.15326107987221,20347.19198945878,48.19566758377914
2023-04-21 00:00:00+00:00,39701.774891667,105.967222436,14,-1483.541114103,1483.541114103,297,5.3343750000000005,0.0001461472602739726,0.05334375,19850.8874458335,2.901152814215564,51.05441389408777,19901.99130989627,51.1038640627703
2023-04-22 00:00:00+00:00,38783.190304167,105.933194792,14,-1483.064727083,1483.064727083,296,4.642708333333333,0.0001271974885844749,0.046427083333333334,19391.5951520835,2.4665622029919,53.520976097079675,19445.17207863243,53.576926548928895
2023-04-23 00:00:00+00:00,38812.064170833,65.322916591,14,-914.520832273,914.520832273,295,4.766666666666667,0.00013059360730593606,0.04766666666666666,19406.0320854165,2.5343037335292777,56.05527983060895,19462.150312503065,56.11822708656473
2023-04-24 00:00:00+00:00,38523.282123958,64.836879943,14,-907.716319205,907.716319205,294,4.669791666666667,0.00012793949771689497,0.046697916666666665,19261.641061979,2.4643246826727125,58.519604513281664,19320.230793486026,58.589731507025135
2023-04-25 00:00:00+00:00,38213.040076875,64.447513466,15,-966.712701989,966.712701989,293,4.828125,0.00013227739726027397,0.04828125,19106.5200384375,2.527360741385782,61.04696525466745,19167.6448807831,61.12484234560179
2023-04-26 00:00:00+00:00,39470.064021875,69.056271562,15,-1035.844073437,1035.844073437,292,4.487500000000001,0.00012294520547945207,0.044875000000000005,19735.0320109375,2.426327565728275,63.47329282039572,19798.59069585513,63.55868491763249
2023-04-27 00:00:00+00:00,39636.622921333,65.903852633,16,-1054.461642133,1054.461642133,291,5.053125,0.0001384417808219178,0.05053125,19818.3114606665,2.7436823314980936,66.21697515189382,19884.62262709316,66.31116642665802
2023-04-28 00:00:00+00:00,39662.636493,65.600393708,16,-1049.606299333,1049.606299333,290,4.804166666666667,0.00013162100456621005,0.04804166666666667,19831.3182465,2.610218029476541,68.82719318137036,19900.248358898476,68.93011239847692
2023-04-29 00:00:00+00:00,39652.978031667,53.571352891,16,-857.14164625,857.14164625,289,4.473958333333333,0.000122574200913242,0.04473958333333333,19826.4890158335,2.430216048030961,71.25740922940132,19897.857793333453,71.36877749995256
2023-04-30 00:00:00+00:00,39789.3698355,38.465194198,17,-653.908301365,653.908301365,288,4.573958333333334,0.00012531392694063926,0.045739583333333333,19894.68491775,2.4930810922899616,73.75049032169127,19968.55571984401,73.87080209401029
2023-05-01 00:00:00+00:00,38435.31591225,37.156202693,17,-631.655445776,631.655445776,287,5.648958333333333,0.00015476598173515981,0.05648958333333333,19217.657956125,2.9742397002301906,76.72473002192146,19294.514430606447,76.85647448144664
2023-05-02 00:00:00+00:00,38467.45245675,37.230085661,17,-632.911456232,632.911456232,286,6.239583333333333,0.00017094748858447487,0.06239583333333333,19233.726228375,3.28795719486205,80.0126872167835,19313.8837984726,80.15757009760273
2023-05-03 00:00:00+00:00,38969.688075,34.659902083,17,-589.218335417,589.218335417,285,5.960416666666667,0.0001632990867579909,0.05960416666666667,19484.8440375,3.181857236945634,83.19454445372914,19568.19655449254,83.3525169925415
2023-05-04 00:00:00+00:00,39502.157073,34.584226967,17,-587.931858433,587.931858433,284,5.866666666666666,0.00016073059360730593,0.058666666666666666,19751.0785365,3.1746025775561644,86.3691470312853,19837.619053369635,86.5405168696343
2023-05-05 00:00:00+00:00,40316.25100275,35.296968025,17,-600.048456425,600.048456425,283,6.120833333333333,0.00016769406392694064,0.06120833333333333,20158.125501375,3.380397986474872,89.74954501776017,20248.06092856208,89.93542718707977
2023-05-06 00:00:00+00:00,40271.0182515,35.25736665,17,-599.37523305,599.37523305,282,8.309375000000001,0.00022765410958904112,0.08309375000000001,20135.50912575,4.5839314011446275,94.3334764189048,20230.04895850782,94.5398327578223
2023-05-07 00:00:00+00:00,39828.701907,34.8701177,17,-592.7920009,592.7920009,281,7.085416666666668,0.00019412100456621007,0.07085416666666668,19914.3509535,3.8657938123774835,98.19927023128228,20012.774932237506,98.42397873750451
2023-05-08 00:00:00+00:00,38737.97993925,33.915188175,17,-576.558198975,576.558198975,280,7.670833333333333,0.00021015981735159818,0.07670833333333334,19368.989969625,4.070583394301327,102.26985362558361,19471.5052165222,102.515246897201
2023-05-09 00:00:00+00:00,38465.59274325,26.880508531,17,-456.968645031,456.968645031,279,6.4312499999999995,0.0001761986301369863,0.0643125,19232.796371625,3.3887923743839257,105.65864599996753,19338.718473942656,105.92210231765421
2023-05-10 00:00:00+00:00,38568.53744475,26.952448302,17,-458.191621135,458.191621135,278,6.259375,0.00017148972602739726,0.06259375,19284.268722375,3.307053959838795,108.96569995980633,19393.5160432048,109.24732082979972
2023-05-11 00:00:00+00:00,37849.94067225,26.450278823,17,-449.65473999,449.65473999,277,7.217708333333333,0.00019774543378995435,0.07217708333333334,18924.970336125,3.7423264685790563,112.70802642838538,19037.981586582227,113.01125045722802
2023-05-12 00:00:00+00:00,37053.766038,20.193982111,17,-343.297695889,343.297695889,276,7.185416666666667,0.0001968607305936073,0.07185416666666666,18526.883019,3.647215726742637,116.35524215512802,18643.5637326613,116.6807136612988
2023-05-13 00:00:00+00:00,37589.989224,20.486219111,17,-348.265724889,348.265724889,275,5.510416666666667,0.0001509703196347032,0.05510416666666667,18794.994612,2.837486344106164,119.19272849923419,18914.530427330043,119.53581533004399
2023-05-14 00:00:00+00:00,37609.82906475,20.497031653,17,-348.449538097,348.449538097,274,4.720833333333333,0.00012933789954337898,0.04720833333333333,18804.914532375,2.4321881467101454,121.62491664594434,18926.89799636303,121.98346398802823
2023-05-15 00:00:00+00:00,38089.856862333,20.125016625,18,-362.25029925,362.25029925,273,4.70625,0.00012893835616438357,0.0470625,19044.9284311665,2.455621765182941,124.08053841112728,19169.38324526704,124.4548141005398
2023-05-16 00:00:00+00:00,37947.360633,20.030075975,19,-380.571443525,380.571443525,272,5.8714144294007085,0.00016086066929864954,0.058714144294007085,18973.6803165,3.0521189147708023,127.13265732589808,19101.2072694,127.52695290000338
2023-05-17 00:00:00+00:00,37875.88095,19.99234625,19,-379.85457875,379.85457875,271,5.027289173098471,0.00013773394994790332,0.05027289173098471,18937.940475,2.6083973455000224,129.7410546713981,19068.09339003645,130.1529150364513
2023-05-18 00:00:00+00:00,37891.739227,20.000716858,19,-380.013620308,380.013620308,270,5.259917438234445,0.00014410732707491629,0.052599174382344446,18945.8696135,2.730238629111362,132.47129330050947,19078.77152315426,132.90190965426154
2023-05-19 00:00:00+00:00,37812.883202167,19.641786646,20,-392.835732917,392.835732917,269,5.491134106837372,0.00015044203032431156,0.05491134106837372,18906.4416010835,2.84432346067503,135.31561676118451,19042.20782823156,135.76622714805853
2023-05-20 00:00:00+00:00,37915.101894667,19.694883833,20,-393.897676667,393.897676667,268,4.617333785357179,0.00012650229548923778,0.046173337853571784,18957.5509473335,2.398173711691862,137.71379047287638,19095.732522932634,138.1815755991338
2023-05-21 00:00:00+00:00,37877.425886167,19.675313146,20,-393.506262917,393.506262917,267,4.531092742090985,0.00012413952718057494,0.04531092742090985,18938.7129430835,2.351042870163021,140.0648333430394,19079.262715348257,140.54977226475603
2023-05-22 00:00:00+00:00,37877.344074,19.445763696,21,-408.361037625,408.361037625,266,4.7190648488098015,0.0001292894479125973,0.047190648488098015,18938.672037,2.4485704518614746,142.51340379490088,19081.68855131908,143.01651431907885
2023-05-23 00:00:00+00:00,38695.1801195,19.917970406,22,-438.195348937,438.195348937,265,5.0668640295786656,0.0001388181925911963,0.05066864029578665,19347.59005975,2.6857974830898907,145.19920127799077,19493.3122248462,145.7221650961983
2023-05-24 00:00:00+00:00,37963.172266833,21.785322935,23,-501.062427509,501.062427509,264,5.009132295522773,0.00013723650124719924,0.050091322955227724,18981.5861334165,2.604966469072433,147.8041677470632,19129.933263381863,148.34712996536473
2023-05-25 00:00:00+00:00,37599.23990425,23.747089847,24,-569.930156333,569.930156333,263,5.009843700515148,0.00013725599179493557,0.05009843700515148,18799.619952125,2.5803604818967756,150.38452822895997,18950.567804104714,150.94785197971578
2023-05-26 00:00:00+00:00,38153.364249,26.063923463,25,-651.598086562,651.598086562,262,4.989201356095899,0.0001366904481122164,0.04989201356095899,19076.6821245,2.6076002280922133,152.9921284570522,19230.258209837335,153.57608533733583
2023-05-27 00:00:00+00:00,38365.934102,25.812748467,26,-671.131460133,671.131460133,261,5.089159853908982,0.0001394290370933968,0.050891598539089825,19182.967051,2.6746626245152876,155.66679108156748,19339.239211927546,156.2721609275468
2023-05-28 00:00:00+00:00,38881.422377,26.159570967,26,-680.148845133,680.148845133,260,4.222481178270067,0.00011568441584301555,0.042224811782700676,19440.7111885,2.2489873174143993,157.91577839898187,19599.250414998613,158.53922649861124
2023-05-29 00:00:00+00:00,39925.52739,29.566175152,27,-798.286729091,798.286729091,259,5.0227193844495,0.00013760875025889042,0.050227193844495005,19962.763695,2.7470509637825,160.66282936276437,20124.07178884722,161.30809384721942
2023-05-30 00:00:00+00:00,40054.3667785,32.906494795,28,-921.381854273,921.381854273,258,4.654579332018272,0.00012752272142515811,0.046545793320182716,20027.18338925,2.553920928277882,163.21675029104225,20191.065974472614,163.88258522261458
2023-05-31 00:00:00+00:00,39406.44981,32.374201364,28,-906.477638182,906.477638182,257,4.689429384631072,0.00012847751738715268,0.046894293846310726,19703.224905,2.531421420315117,165.74817171135737,19869.65996687062,166.4350618706194
2023-06-01 00:00:00+00:00,39261.1479645,32.25482925,28,-903.135219,903.135219,256,4.457009961963291,0.00012210986197159698,0.0445700996196329,19630.57398225,2.3970866793957706,168.14525839075316,19799.42645416245,168.8524719124507
2023-06-02 00:00:00+00:00,39768.840628,32.671922,28,-914.813816,914.813816,255,4.758372879375701,0.00013036638025686853,0.04758372879375701,19884.420314,2.592259899842325,170.7375182905955,20055.88705849785,171.46674449785132
2023-06-03 00:00:00+00:00,39982.3691835,32.847345477,28,-919.725673364,919.725673364,254,4.113041529313761,0.00011268606929626743,0.04113041529313761,19991.18459175,2.252728012220414,172.9902463028159,20164.923386173527,173.738794423527
2023-06-04 00:00:00+00:00,40003.2405935,32.864492295,28,-920.205784273,920.205784273,253,3.894475901413233,0.00010669796990173241,0.03894475901413233,20001.62029675,2.1341322804085117,175.12437858322443,20177.511761030593,175.89146428059394
2023-06-05 00:00:00+00:00,38950.1814945,31.999356068,28,-895.981969909,895.981969909,252,4.029037212329089,0.00011038458115970107,0.04029037212329089,19475.09074725,2.149749735182361,177.27412831840678,19653.15137697139,178.06062972138898
2023-06-06 00:00:00+00:00,38778.329428333,41.329435486,29,-1198.553629097,1198.553629097,251,4.268907232007243,0.0001169563625207464,0.042689072320072435,19389.1647141665,2.2676861772845216,179.5418144956913,19569.513855388734,180.349141222232
2023-06-07 00:00:00+00:00,40298.637354333,43.858813974,30,-1315.764419231,1315.764419231,250,4.1135910560484055,0.00011270112482324398,0.04113591056048405,20149.3186771665,2.2708508793386626,181.81266537502998,20331.958994819146,182.64031765264735
2023-06-08 00:00:00+00:00,39021.784748042,43.472535561,30,-1304.176066827,1304.176066827,249,3.9890976442198958,0.00010929034641698346,0.03989097644219896,19510.892374021,2.132352186461236,183.94501756149123,19695.685004683695,184.79263066269414
2023-06-09 00:00:00+00:00,38970.31432525,43.415194519,30,-1302.455835577,1302.455835577,248,4.095262893340762,0.00011219898337919895,0.04095262893340762,19485.157162625,2.186214824630442,186.13123238612167,19672.15674165762,186.9995790326211
2023-06-10 00:00:00+00:00,37328.022493417,41.585585994,30,-1247.567579808,1247.567579808,247,4.7229660434444325,0.00012939632995738172,0.04722966043444433,18664.0112467085,2.4150545576073763,188.54628694372903,18853.450077357957,189.4388306494584
2023-06-11 00:00:00+00:00,37111.61216,41.344492308,30,-1240.334769231,1240.334769231,246,3.571105257157682,9.783850019610088e-05,0.03571105257157682,18555.80608,1.8154722367968898,190.36175918052592,18747.078917297324,191.27283729732517
2023-06-12 00:00:00+00:00,36845.054097542,41.047531138,30,-1231.425934135,1231.425934135,245,3.735106346468189,0.00010233168072515586,0.03735106346468189,18422.527048771,1.8852081561053817,192.24696733663131,18615.70466749535,193.17761872434858
2023-06-13 00:00:00+00:00,36898.314565875,41.106866394,30,-1233.205991827,1233.205991827,244,3.823352481368125,0.00010474938305118151,0.03823352481368125,18449.1572829375,1.9325378432019154,194.17950517983323,18644.287674741434,195.1303918039339
2023-06-14 00:00:00+00:00,36563.761226708,42.688906649,30,-1280.667199479,1280.667199479,243,3.65251882309691,0.00010006900885197014,0.0365251882309691,18281.880613354,1.8294496729283825,196.0089548527616,18478.859981335765,196.9793679817667
2023-06-15 00:00:00+00:00,34862.997513167,42.756177197,30,-1282.685315909,1282.685315909,242,4.07375091076359,0.00011160961399352302,0.040737509107635905,17431.4987565835,1.945522847550861,197.95447770031245,17630.445632204042,198.94687562054241
2023-06-16 00:00:00+00:00,35580.876319042,43.636587822,30,-1309.097634659,1309.097634659,241,3.780882794297406,0.00010358582998075085,0.03780882794297406,17790.438159521,1.8428373024752045,199.79731500278766,17991.24848052125,200.81032100025186
2023-06-17 00:00:00+00:00,36649.189607042,44.946773277,30,-1348.403198295,1348.403198295,240,3.9720741356549967,0.0001088239489220547,0.03972074135654997,18324.594803521,1.9941547689157182,201.79146977170336,18527.42113226228,202.82632874128103
2023-06-18 00:00:00+00:00,36639.657394083,47.697292042,30,-1430.91876125,1430.91876125,239,3.8047321654206225,0.00010423923740878418,0.038047321654206226,18319.8286970415,1.9096449728391662,203.70111474454254,18524.585813217454,204.75711617595516
2023-06-19 00:00:00+00:00,36520.121150917,47.541680458,30,-1426.25041375,1426.25041375,238,3.5146549608409487,9.629191673536846e-05,0.03514654960840949,18260.0605754585,1.7582962325148344,205.45941097705736,18466.595704322153,206.53512886365206
2023-06-20 00:00:00+00:00,36914.363250042,48.054902521,30,-1441.647075625,1441.647075625,237,3.9665921420137065,0.000108673757315444,0.039665921420137064,18457.181625021,2.0058112766446046,207.46522225370197,18665.745010109767,208.56338508876797
2023-06-21 00:00:00+00:00,38890.017996667,54.210183333,30,-1626.3055,1626.3055,236,3.923674785899655,0.00010749793933971657,0.03923674785899655,19445.0089983335,2.0902983977630973,209.55552065146506,19655.685101954146,210.67610362064806
2023-06-22 00:00:00+00:00,40165.191769208,60.376559349,30,-1811.296780469,1811.296780469,235,4.1398762212308515,0.00011342126633509182,0.04139876221230852,20082.595884604,2.2777934565276894,211.83331410799275,20295.57367683164,212.9777922276371
2023-06-23 00:00:00+00:00,39975.367580167,62.739073214,30,-1882.172196429,1882.172196429,234,3.9989638558969927,0.00010956065358621897,0.03998963855896993,19987.6837900835,2.189863699716223,214.02317780770898,20202.874779996968,215.19098991346618
2023-06-24 00:00:00+00:00,39944.927988,66.21909,30,-1986.5727,1986.5727,233,3.776295711537673,0.00010346015648048418,0.03776295711537673,19972.463994,2.0663542501200762,216.08953205782905,20189.743601857077,217.27960785707546
2023-06-25 00:00:00+00:00,40209.960543667,70.7941242,30,-2123.823726,2123.823726,232,3.5414797036833567,9.70268411968043e-05,0.03541479703683357,20104.9802718335,1.9507227281000725,218.0402547859291,20324.231684372684,219.25141253918264
2023-06-26 00:00:00+00:00,39674.5693855,82.627622875,30,-2478.82868625,2478.82868625,231,3.5731485687592284,9.789448133586927e-05,0.03573148568759228,19837.28469275,1.94196069610874,219.98221548203784,20058.499529488603,221.21483673860348
2023-06-27 00:00:00+00:00,39780.049803083,82.847300021,30,-2485.419000625,2485.419000625,230,3.7409036802075866,0.00010249051178650921,0.037409036802075864,19890.0249015415,2.038538831605401,222.02075431364324,20113.300949533543,223.27604799204346
2023-06-28 00:00:00+00:00,39295.987980375,90.550739125,30,-2716.52217375,2716.52217375,229,4.0537249890707985,0.00011106095860467941,0.040537249890707984,19647.9939901875,2.1821250472092037,224.20287936085245,19873.476960478674,225.48297029117384
2023-06-29 00:00:00+00:00,39161.769836583,107.605072792,30,-3228.15218375,3228.15218375,228,4.019302778510489,0.00011011788434275312,0.04019302778510489,19580.8849182915,2.1562056207611824,226.35908498161362,19808.54892391108,227.66400561957926
2023-06-30 00:00:00+00:00,39990.851915,109.8831475,30,-3296.494425,3296.494425,227,4.354998598365251,0.00011931503009219865,0.043549985983652506,19995.4259575,2.3857548498254424,228.74483983143907,20225.502881707085,230.07692420708554
2023-07-01 00:00:00+00:00,40664.499841875,111.734134687,30,-3352.024040625,3352.024040625,226,4.407980777929152,0.00012076659665559322,0.044079807779291526,20332.2499209375,2.455456625302576,231.20029645674165,20564.81008737699,232.5601664394926
2023-07-02 00:00:00+00:00,40597.077732458,111.548878479,30,-3346.466354375,3346.466354375,225,3.6446131512722273,9.98524151033487e-05,0.036446131512722274,20298.538866229,2.026858128862155,233.2271545856038,20533.14911249163,234.61024626262952
2023-07-03 00:00:00+00:00,41412.677152583,113.789906792,30,-3413.69720375,3413.69720375,224,3.84045642415151,0.00010521798422332905,0.0384045642415151,20706.3385762915,2.1786792056431485,235.40583379124695,20943.15218697696,236.81361068546175
2023-07-04 00:00:00+00:00,41318.404360042,113.530872771,30,-3405.926183125,3405.926183125,223,3.91247262787894,0.00010719103090079288,0.0391247262787894,20659.202180021,2.2144811792643586,237.62031497051132,20898.255656180783,239.05347615978462
2023-07-05 00:00:00+00:00,40671.765839542,111.754099521,30,-3352.622985625,3352.622985625,222,3.7543822843523413,0.00010285978861239292,0.037543822843523415,20335.882919771,2.0917446183740167,239.71205958888532,20577.052729539184,241.16980976818377
2023-07-06 00:00:00+00:00,40287.417489667,69.102979,30,-2073.08937,2073.08937,221,4.042548515663313,0.00011075475385378939,0.04042548515663313,20143.7087448335,2.2310115037364593,241.94307109262178,20387.136276808338,243.42753197483762
2023-07-07 00:00:00+00:00,39394.078948875,69.102979,30,-2073.08937,2073.08937,220,4.092469633590954,0.00011212245571482065,0.04092469633590954,19697.0394744375,2.208480436185693,244.15155152880746,19942.702780541196,245.6633061036955
2023-07-08 00:00:00+00:00,39380.358205708,69.102979,30,-2073.08937,2073.08937,219,4.063264686606854,0.0001113223201810097,0.040632646866068545,19690.179102854,2.1919564225093393,246.3435079513168,19938.06171318942,247.8826103354222
